area_px,perimeter_px,major_axis,minor_axis,aspect_ratio,eccentricity,orientation,solidity,circularity,contour_complexity,centroid_y,centroid_x,centroid_x_um,centroid_y_um,area_um2,perimeter_um,major_axis_um,minor_axis_um
1655.0,154.91168824543144,50.59553801460819,42.100172551637534,1.2017893264582407,0.5546367391105769,0.6455031024855228,0.9758254716981132,0.8666415127556503,1.0741878996492846,20.939577039274923,487.94924471299095,145.8968241691843,6.260933534743201,147.958655,46.318594785384,15.128065866367848,12.587951592939623
334.0,99.84062043356595,40.455541533006425,13.292459240351159,3.043495624210594,0.9444797764650043,-0.9979450631516217,0.7643020594965675,0.4210578693681435,1.5410939153610452,11.194610778443113,651.9251497005988,194.92561976047904,3.3471886227544907,29.859934,29.852345509636216,12.096206918368921,3.9744453128649964
2076.0,198.46803743153544,83.00852693381664,32.37043390806082,2.5643316110491194,0.9208296096624021,-0.05712153354207355,0.94967978042086,0.6623019944626629,1.2287738730740698,49.24181117533719,695.635838150289,207.99511560693642,14.723301541425819,185.596476,59.34194319202909,24.819549553211175,9.678759738510184
945.0,113.84062043356595,36.446851709793016,33.113780857125064,1.100655097859379,0.4177765069859016,-0.4575646736641627,0.9712230215827338,0.9163199974052997,1.0446634922621136,28.37142857142857,568.1227513227514,169.86870264550265,8.483057142857142,84.48394499999999,34.038345509636216,10.897608661228112,9.901020476280394
2223.0,188.61017305526642,65.86230643659255,44.68210838247658,1.4740196651602595,0.734677053783018,-0.11822213788311951,0.9427480916030534,0.7852701688652133,1.128471123013816,90.49482681061629,356.56320287899234,106.6123976608187,27.05795321637427,198.73842299999998,56.39444174352466,19.692829624541172,13.359950406360497
1102.0,136.46803743153546,53.45220603555786,26.93239428619328,1.9846808073413582,0.8637857060908226,-1.1926651824218975,0.9402730375426621,0.7435831958909648,1.1596721210003162,78.72686025408349,947.1070780399274,283.1850163339383,23.539331215970964,98.51990199999999,40.8039431920291,15.982209604631798,8.05278589157179
1736.0,165.63961030678928,61.37088585338748,36.65802396693019,1.6741460453174228,0.8020034108967272,0.06969036435514177,0.9752808988764045,0.7951172667526409,1.1214616004414217,118.45391705069125,32.99769585253456,9.866311059907833,35.417721198156684,155.200136,49.52624348172999,18.349894870162856,10.960749166112125
1354.0,139.1543289325507,44.08360532055923,39.477448835331224,1.1166781699709436,0.4450350266707953,1.1013992184718067,0.9727011494252874,0.878688789871797,1.066798649186062,112.43205317577548,420.7141802067947,125.7935398818316,33.61718389955686,121.048954,41.607144350832655,13.180997990847208,11.803757201764036
882.0,112.91168824543142,37.371269736625266,30.454672326956743,1.2271112076141546,0.579570553977563,1.0867529187627676,0.9576547231270358,0.8693619880326858,1.072505866490668,136.75283446712018,671.609977324263,200.81138321995462,40.889097505668936,78.851682,33.760594785383994,11.174009651250953,9.105947025760067
1423.0,140.81118318204307,47.539251880944455,38.326338895311814,1.240380721226665,0.5916375402724569,0.19390975487801002,0.9746575342465753,0.9018627899178806,1.0530033810802664,151.89248067463106,254.2044975404076,76.00714476458187,45.41585172171469,127.21762299999999,42.102543771430874,14.214236312402392,11.459575329698232
2675.0,224.5512985522207,90.4212756303227,38.81886328829238,2.329312812660164,0.9031566434420957,1.046350813190634,0.9291420632163946,0.6666570997722899,1.2247536592397879,174.33196261682244,159.12897196261682,47.57956261682243,52.125256822429904,239.147675,67.14083826711398,27.035961413466485,11.60684012319942
1918.0,188.12489168102786,74.92032150666802,33.51712371487069,2.2352849291011143,0.89434884157689,-0.1502322591284202,0.9221153846153847,0.681029525942017,1.2117611636271404,180.68613138686132,885.2200208550573,264.68078623566214,54.02515328467153,171.471118,56.24934261262733,22.401176130493738,10.021619990746336
2633.0,191.92388155425118,60.43566854708856,55.525587375384795,1.0884291621898352,0.39482756038597266,1.2648195661611774,0.9791744142804016,0.8982612938485893,1.055112229506677,195.94151158374478,684.7880744398025,204.75163425750094,58.586511963539685,235.392833,57.3852405847211,18.07026489557948,16.602150625240053
2487.0,188.26702730475878,59.62240567249858,53.347869480368054,1.117615497174438,0.44654313025916187,1.2901917388650197,0.9752941176470589,0.8817330480600695,1.0649554504183252,244.18214716525935,424.1934057096904,126.83382830719742,73.01046200241254,222.340287,56.29184116412287,17.827099296077076,15.951012974630048
2612.0,210.8528137423857,78.35229785785486,44.40143776627335,1.764634250591094,0.8239313191318223,0.03976111755479131,0.9470630891950689,0.7382853231538866,1.163825537472655,261.7450229709035,842.0666156202144,251.7779180704441,78.26176186830014,233.515412,63.04499130897332,23.427337059498605,13.27602989211573
1037.0,119.49747468305833,38.725329326419185,34.17703258130996,1.133080504701175,0.47021889387864396,-1.405801899938336,0.9737089201877934,0.9125804597181962,1.0468016953103725,273.1957569913211,736.4474445515912,220.19778592092575,81.685531340405,92.70883699999999,35.72974493023444,11.578873468599335,10.218932741811678
2300.0,180.50966799187808,59.80929785003433,49.07357260009625,1.2187679576016242,0.5716454763273614,0.33343128073832506,0.9766454352441614,0.8870268484046472,1.0617728533167314,300.39217391304345,604.5169565217391,180.75056999999998,89.81725999999999,205.6223,53.97239072957154,17.882980057160264,14.672998207428778
3015.0,223.62236636408616,85.10095017252206,45.64676619463298,1.8643368910222602,0.84397421769948,-0.8880506825905733,0.9629511338230597,0.7576466421403966,1.1488587825707564,311.30912106135986,187.4285240464345,56.04112868988391,93.0814271973466,269.544015,66.86308754286176,25.445184101584097,13.64838309219526
